Month,Branch_ID,Product_ID,Opening_Stock,Stock_Received,Units_Sold,Damaged_Units,Closing_Stock
2025-01-01,BR002,PROD082,113,186,1,1,297
2025-01-01,BR002,PROD083,107,86,0,0,193
2025-01-01,BR002,PROD084,191,54,0,1,244
2025-01-01,BR002,PROD085,22,10,0,0,32
2025-01-01,BR002,PROD086,125,25,1,0,149
2025-01-01,BR002,PROD087,115,34,0,0,149
2025-01-01,BR002,PROD088,32,45,5,0,72
2025-01-01,BR002,PROD089,163,143,3,0,303
2025-01-01,BR002,PROD090,84,12,3,0,93
2025-01-01,BR002,PROD091,305,0,0,1,304
2025-01-01,BR002,PROD092,114,0,9,0,105
2025-01-01,BR002,PROD093,62,8,0,0,70
2025-01-01,BR002,PROD094,72,15,0,2,85
2025-01-01,BR002,PROD095,98,114,0,0,212
2025-01-01,BR002,PROD096,169,0,3,0,166
2025-01-01,BR002,PROD097,117,142,6,0,253
2025-01-01,BR002,PROD098,85,0,2,0,83
2025-01-01,BR002,PROD099,50,4,14,0,40
2025-01-01,BR002,PROD100,83,119,0,0,202
2025-01-01,BR002,PROD101,86,31,0,0,117
2025-01-01,BR002,PROD102,63,88,1,0,150
2025-01-01,BR002,PROD103,73,0,2,1,70
2025-01-01,BR002,PROD104,98,5,0,0,103
2025-01-01,BR002,PROD105,130,27,0,0,157
2025-01-01,BR002,PROD106,135,16,2,0,149
2025-01-01,BR002,PROD107,129,0,5,0,124
2025-01-01,BR002,PROD108,71,33,1,0,103
2025-01-01,BR002,PROD109,139,43,0,0,182
2025-01-01,BR002,PROD110,130,174,5,0,299
2025-01-01,BR002,PROD111,51,1,0,0,52
2025-01-01,BR002,PROD112,61,0,0,0,61
2025-01-01,BR002,PROD113,47,8,8,0,47
2025-01-01,BR002,PROD114,116,0,2,3,111
2025-01-01,BR002,PROD115,220,80,1,3,296
2025-01-01,BR002,PROD116,86,0,8,0,78
2025-01-01,BR002,PROD117,99,0,3,2,94
2025-01-01,BR002,PROD118,140,166,0,0,306
2025-01-01,BR002,PROD119,41,3,15,0,29
2025-01-01,BR002,PROD120,190,194,0,0,384
2025-01-01,BR003,PROD001,65,0,1,0,64
2025-01-01,BR003,PROD002,71,7,2,0,76
2025-01-01,BR003,PROD003,151,224,4,0,371
2025-01-01,BR003,PROD004,26,35,4,0,57
2025-01-01,BR003,PROD005,74,33,2,0,105
2025-01-01,BR003,PROD006,375,12,1,0,386
2025-01-01,BR003,PROD007,117,134,0,1,250
2025-01-01,BR003,PROD008,273,177,0,0,450
2025-01-01,BR003,PROD009,135,0,5,0,130
2025-01-01,BR003,PROD010,240,0,3,0,237
2025-01-01,BR003,PROD011,58,63,1,0,120
2025-01-01,BR003,PROD012,239,0,0,0,239
2025-01-01,BR003,PROD013,45,33,8,0,70
2025-01-01,BR003,PROD014,53,30,0,1,82
2025-01-01,BR003,PROD015,63,16,8,0,71
2025-01-01,BR003,PROD016,119,0,0,0,119
2025-01-01,BR003,PROD017,240,21,1,0,260
2025-01-01,BR003,PROD018,52,76,0,0,128
2025-01-01,BR003,PROD019,72,46,4,0,114
2025-01-01,BR003,PROD020,168,135,0,0,303
2025-01-01,BR003,PROD021,104,55,0,0,159
2025-01-01,BR003,PROD022,158,88,0,0,246
2025-01-01,BR003,PROD023,95,56,0,0,151
2025-01-01,BR003,PROD024,69,80,0,1,148
2025-01-01,BR003,PROD025,58,6,2,1,61
2025-01-01,BR003,PROD026,22,42,0,0,64
2025-01-01,BR003,PROD027,61,58,0,0,119
2025-01-01,BR003,PROD028,152,293,0,0,445
2025-01-01,BR003,PROD029,42,81,1,0,122
2025-01-01,BR003,PROD030,39,62,1,0,100
2025-01-01,BR003,PROD031,20,17,0,0,37
2025-01-01,BR003,PROD032,195,119,0,1,313
2025-01-01,BR003,PROD033,39,69,5,0,103
2025-01-01,BR003,PROD034,169,0,6,0,163
2025-01-01,BR003,PROD035,78,55,3,0,130
2025-01-01,BR003,PROD036,29,30,0,0,59
2025-01-01,BR003,PROD037,68,0,0,0,68
2025-01-01,BR003,PROD038,181,30,0,0,211
2025-01-01,BR003,PROD039,227,0,0,0,227
2025-01-01,BR003,PROD040,131,14,0,0,145
2025-01-01,BR003,PROD041,43,3,0,0,46
2025-01-01,BR003,PROD042,283,178,6,0,455
2025-01-01,BR003,PROD043,155,55,12,0,198
2025-01-01,BR003,PROD044,37,20,0,0,57
2025-01-01,BR003,PROD045,77,0,0,0,77
2025-01-01,BR003,PROD046,50,55,0,0,105
2025-01-01,BR003,PROD047,81,13,0,0,94
2025-01-01,BR003,PROD048,63,21,0,0,84
2025-01-01,BR003,PROD049,89,10,3,0,96
2025-01-01,BR003,PROD050,57,35,5,0,87
2025-01-01,BR003,PROD051,96,29,3,0,122
2025-01-01,BR003,PROD052,91,28,0,0,119
2025-01-01,BR003,PROD053,220,0,0,0,220
2025-01-01,BR003,PROD054,168,0,2,0,166
2025-01-01,BR003,PROD055,120,0,2,0,118
2025-01-01,BR003,PROD056,175,54,0,0,229
2025-01-01,BR003,PROD057,78,32,1,0,109
2025-01-01,BR003,PROD058,79,0,2,0,77
2025-01-01,BR003,PROD059,41,39,8,0,72
2025-01-01,BR003,PROD060,320,0,0,0,320
2025-01-01,BR003,PROD061,323,0,3,0,320
2025-01-01,BR003,PROD062,334,0,9,0,325
2025-01-01,BR003,PROD063,111,155,3,0,263
2025-01-01,BR003,PROD064,21,44,0,0,65
2025-01-01,BR003,PROD065,100,0,0,1,99
2025-01-01,BR003,PROD066,64,26,0,0,90
2025-01-01,BR003,PROD067,84,4,0,0,88
2025-01-01,BR003,PROD068,60,70,0,0,130
2025-01-01,BR003,PROD069,88,0,1,0,87
2025-01-01,BR003,PROD070,356,91,0,0,447
2025-01-01,BR003,PROD071,141,6,0,0,147
2025-01-01,BR003,PROD072,189,10,2,0,197
2025-01-01,BR003,PROD073,71,63,3,1,130
2025-01-01,BR003,PROD074,46,0,4,0,42
2025-01-01,BR003,PROD075,289,87,2,0,374
2025-01-01,BR003,PROD076,146,0,0,0,146
2025-01-01,BR003,PROD077,79,25,0,0,104
2025-01-01,BR003,PROD078,33,40,0,0,73
2025-01-01,BR003,PROD079,38,61,0,0,99
2025-01-01,BR003,PROD080,50,0,0,0,50
2025-01-01,BR003,PROD081,56,67,3,0,120
2025-01-01,BR003,PROD082,164,49,0,0,213
2025-01-01,BR003,PROD083,66,34,7,0,93
2025-01-01,BR003,PROD084,92,27,0,0,119
2025-01-01,BR003,PROD085,30,3,3,0,30
2025-01-01,BR003,PROD086,86,36,0,0,122
2025-01-01,BR003,PROD087,92,8,2,0,98
2025-01-01,BR003,PROD088,63,21,1,2,81
2025-01-01,BR003,PROD089,345,0,4,0,341
2025-01-01,BR003,PROD090,107,0,0,0,107
2025-01-01,BR003,PROD091,250,0,1,0,249
2025-01-01,BR003,PROD092,85,0,1,0,84
2025-01-01,BR003,PROD093,53,6,0,0,59
2025-01-01,BR003,PROD094,92,0,1,0,91
2025-01-01,BR003,PROD095,93,27,0,0,120
2025-01-01,BR003,PROD096,85,126,0,0,211
2025-01-01,BR003,PROD097,158,51,12,0,197
2025-01-01,BR003,PROD098,51,101,17,0,135
2025-01-01,BR003,PROD099,41,0,4,0,37
2025-01-01,BR003,PROD100,129,7,5,0,131
2025-01-01,BR003,PROD101,94,9,2,0,101
2025-01-01,BR003,PROD102,53,102,0,1,154
2025-01-01,BR003,PROD103,75,0,0,1,74
2025-01-01,BR003,PROD104,74,16,1,1,88
2025-01-01,BR003,PROD105,185,0,1,0,184
2025-01-01,BR003,PROD106,121,27,3,0,145
2025-01-01,BR003,PROD107,112,14,0,2,124
2025-01-01,BR003,PROD108,136,50,0,0,186
2025-01-01,BR003,PROD109,78,59,8,0,129
2025-01-01,BR003,PROD110,244,0,0,0,244
2025-01-01,BR003,PROD111,53,23,3,0,73
2025-01-01,BR003,PROD112,53,45,1,0,97
2025-01-01,BR003,PROD113,50,0,3,0,47
2025-01-01,BR003,PROD114,123,0,1,0,122
2025-01-01,BR003,PROD115,149,111,13,2,245
2025-01-01,BR003,PROD116,75,0,0,0,75
2025-01-01,BR003,PROD117,90,19,5,0,104
2025-01-01,BR003,PROD118,190,17,0,0,207
2025-01-01,BR003,PROD119,47,0,0,0,47
2025-01-01,BR003,PROD120,293,88,0,0,381
2025-01-01,BR004,PROD001,75,0,5,0,70
2025-01-01,BR004,PROD002,123,0,0,0,123
2025-01-01,BR004,PROD003,369,0,0,0,369
2025-01-01,BR004,PROD004,26,39,0,0,65
2025-01-01,BR004,PROD005,40,13,2,0,51
2025-01-01,BR004,PROD006,188,273,3,0,458
2025-01-01,BR004,PROD007,198,16,0,0,214
2025-01-01,BR004,PROD008,170,68,0,0,238
2025-01-01,BR004,PROD009,77,86,1,0,162
2025-01-01,BR004,PROD010,175,0,0,0,175
2025-01-01,BR004,PROD011,70,62,3,0,129
2025-01-01,BR004,PROD012,170,152,8,3,311
2025-01-01,BR004,PROD013,71,0,0,0,71
2025-01-01,BR004,PROD014,74,18,4,0,88
2025-01-01,BR004,PROD015,67,0,0,0,67
2025-01-01,BR004,PROD016,79,7,0,0,86
2025-01-01,BR004,PROD017,230,35,5,0,260
2025-01-01,BR004,PROD018,93,34,0,0,127
2025-01-01,BR004,PROD019,82,28,0,0,110
2025-01-01,BR004,PROD020,120,139,8,0,251
2025-01-01,BR004,PROD021,129,28,4,0,153
2025-01-01,BR004,PROD022,196,55,1,3,247
2025-01-01,BR004,PROD023,110,33,0,3,140
2025-01-01,BR004,PROD024,132,0,0,0,132
2025-01-01,BR004,PROD025,68,31,0,0,99
2025-01-01,BR004,PROD026,43,0,0,0,43
2025-01-01,BR004,PROD027,80,17,0,0,97
2025-01-01,BR004,PROD028,196,268,0,0,464
2025-01-01,BR004,PROD029,63,22,1,1,83
2025-01-01,BR004,PROD030,44,0,0,0,44
2025-01-01,BR004,PROD031,24,50,0,0,74
2025-01-01,BR004,PROD032,218,161,1,0,378
2025-01-01,BR004,PROD033,72,9,0,0,81
2025-01-01,BR004,PROD034,144,0,0,0,144
2025-01-01,BR004,PROD035,91,5,1,1,94
2025-01-01,BR004,PROD036,22,10,0,0,32
2025-01-01,BR004,PROD037,62,0,0,0,62
2025-01-01,BR004,PROD038,168,41,0,0,209
2025-01-01,BR004,PROD039,242,5,1,0,246
2025-01-01,BR004,PROD040,143,0,0,0,143
2025-01-01,BR004,PROD041,38,7,9,0,36
2025-01-01,BR004,PROD042,324,0,3,1,320
2025-01-01,BR004,PROD043,135,4,5,0,134
2025-01-01,BR004,PROD044,72,0,0,0,72
2025-01-01,BR004,PROD045,78,0,0,0,78
2025-01-01,BR004,PROD046,37,37,0,0,74
2025-01-01,BR004,PROD047,65,40,1,0,104
2025-01-01,BR004,PROD048,69,0,0,0,69
2025-01-01,BR004,PROD049,114,53,3,0,164
2025-01-01,BR004,PROD050,56,34,2,0,88
2025-01-01,BR004,PROD051,60,42,0,0,102
2025-01-01,BR004,PROD052,122,0,4,0,118
2025-01-01,BR004,PROD053,146,167,8,0,305
2025-01-01,BR004,PROD054,80,41,0,0,121
2025-01-01,BR004,PROD055,67,117,2,0,182
2025-01-01,BR004,PROD056,367,92,3,0,456
2025-01-01,BR004,PROD057,97,4,1,0,100
2025-01-01,BR004,PROD058,83,89,11,0,161
2025-01-01,BR004,PROD059,37,19,0,0,56
2025-01-01,BR004,PROD060,184,46,0,0,230
2025-01-01,BR004,PROD061,335,0,0,0,335
2025-01-01,BR004,PROD062,347,98,0,0,445
2025-01-01,BR004,PROD063,208,0,0,0,208
2025-01-01,BR004,PROD064,20,44,6,1,57
2025-01-01,BR004,PROD065,43,66,8,0,101
2025-01-01,BR004,PROD066,70,14,6,0,78
2025-01-01,BR004,PROD067,94,18,0,1,111
2025-01-01,BR004,PROD068,97,5,4,0,98
2025-01-01,BR004,PROD069,53,82,0,0,135
2025-01-01,BR004,PROD070,250,53,2,0,301
2025-01-01,BR004,PROD071,108,77,0,0,185
2025-01-01,BR004,PROD072,166,82,0,1,247
2025-01-01,BR004,PROD073,103,0,0,0,103
2025-01-01,BR004,PROD074,29,20,3,0,46
2025-01-01,BR004,PROD075,199,31,4,0,226
2025-01-01,BR004,PROD076,60,38,0,0,98
2025-01-01,BR004,PROD077,66,53,2,0,117
2025-01-01,BR004,PROD078,40,10,0,0,50
2025-01-01,BR004,PROD079,63,0,0,0,63
2025-01-01,BR004,PROD080,35,0,0,0,35
2025-01-01,BR004,PROD081,64,69,1,0,132
2025-01-01,BR004,PROD082,108,150,0,0,258
2025-01-01,BR004,PROD083,121,0,4,0,117
2025-01-01,BR004,PROD084,195,0,0,0,195
2025-01-01,BR004,PROD085,43,6,0,0,49
2025-01-01,BR004,PROD086,75,73,0,0,148
2025-01-01,BR004,PROD087,57,30,1,0,86
2025-01-01,BR004,PROD088,64,10,0,0,74
2025-01-01,BR004,PROD089,280,0,0,1,279
2025-01-01,BR004,PROD090,123,37,0,0,160
2025-01-01,BR004,PROD091,277,102,0,3,376
2025-01-01,BR004,PROD092,59,101,0,2,158
2025-01-01,BR004,PROD093,66,7,0,0,73
2025-01-01,BR004,PROD094,79,1,0,0,80
2025-01-01,BR004,PROD095,159,0,2,0,157
2025-01-01,BR004,PROD096,133,37,0,0,170
2025-01-01,BR004,PROD097,177,33,2,0,208
2025-01-01,BR004,PROD098,42,57,2,0,97
2025-01-01,BR004,PROD099,36,21,1,0,56
2025-01-01,BR004,PROD100,153,0,2,2,149
2025-01-01,BR004,PROD101,88,43,2,0,129
2025-01-01,BR004,PROD102,53,26,2,0,77
2025-01-01,BR004,PROD103,69,0,1,0,68
2025-01-01,BR004,PROD104,62,54,0,0,116
2025-01-01,BR004,PROD105,147,98,8,0,237
2025-01-01,BR004,PROD106,107,0,0,0,107
2025-01-01,BR004,PROD107,111,45,0,0,156
2025-01-01,BR004,PROD108,149,9,0,0,158
2025-01-01,BR004,PROD109,86,41,0,0,127
2025-01-01,BR004,PROD110,148,162,4,1,305
2025-01-01,BR004,PROD111,75,26,0,0,101
2025-01-01,BR004,PROD112,43,50,2,0,91
2025-01-01,BR004,PROD113,45,0,0,0,45
2025-01-01,BR004,PROD114,122,27,0,0,149
2025-01-01,BR004,PROD115,218,0,2,0,216
2025-01-01,BR004,PROD116,100,35,7,0,128
2025-01-01,BR004,PROD117,109,5,0,0,114
2025-01-01,BR004,PROD118,135,30,0,0,165
2025-01-01,BR004,PROD119,37,3,4,0,36
2025-01-01,BR004,PROD120,327,0,0,0,327
2025-01-01,BR005,PROD001,37,21,0,0,58
2025-01-01,BR005,PROD002,115,10,13,0,112
2025-01-01,BR005,PROD003,174,292,4,0,462
2025-01-01,BR005,PROD004,24,2,0,0,26
2025-01-01,BR005,PROD005,32,38,0,0,70
2025-01-01,BR005,PROD006,198,43,2,0,239
2025-01-01,BR005,PROD007,87,160,0,0,247
2025-01-01,BR005,PROD008,348,0,1,0,347
2025-01-01,BR005,PROD009,73,24,0,0,97
2025-01-01,BR005,PROD010,104,100,0,0,204
2025-01-01,BR005,PROD011,49,85,0,0,134
2025-01-01,BR005,PROD012,243,3,0,0,246
2025-01-01,BR005,PROD013,67,7,3,0,71
2025-01-01,BR005,PROD014,70,44,2,0,112
2025-01-01,BR005,PROD015,41,27,4,0,64
2025-01-01,BR005,PROD016,120,0,4,0,116
2025-01-01,BR005,PROD017,237,16,2,0,251
2025-01-01,BR005,PROD018,77,52,2,0,127
2025-01-01,BR005,PROD019,65,58,0,0,123
2025-01-01,BR005,PROD020,182,0,5,0,177
2025-01-01,BR005,PROD021,236,0,0,0,236
2025-01-01,BR005,PROD022,126,42,0,0,168
2025-01-01,BR005,PROD023,52,113,0,0,165
2025-01-01,BR005,PROD024,61,96,0,2,155
2025-01-01,BR005,PROD025,58,0,0,0,58
2025-01-01,BR005,PROD026,43,37,5,0,75
2025-01-01,BR005,PROD027,81,11,1,0,91
2025-01-01,BR005,PROD028,361,0,0,0,361
2025-01-01,BR005,PROD029,51,63,1,0,113
2025-01-01,BR005,PROD030,36,21,0,0,57
2025-01-01,BR005,PROD031,49,0,0,0,49
2025-01-01,BR005,PROD032,301,79,0,0,380
2025-01-01,BR005,PROD033,41,29,3,0,67
2025-01-01,BR005,PROD034,82,117,1,0,198
2025-01-01,BR005,PROD035,67,44,0,0,111
2025-01-01,BR005,PROD036,36,0,0,0,36
2025-01-01,BR005,PROD037,48,23,0,0,71
2025-01-01,BR005,PROD038,140,172,0,0,312
2025-01-01,BR005,PROD039,195,51,0,0,246
2025-01-01,BR005,PROD040,62,121,0,0,183
2025-01-01,BR005,PROD041,23,13,0,0,36
2025-01-01,BR005,PROD042,334,111,0,0,445
2025-01-01,BR005,PROD043,90,72,5,0,157
2025-01-01,BR005,PROD044,54,24,2,0,76
2025-01-01,BR005,PROD045,96,32,13,0,115
2025-01-01,BR005,PROD046,58,22,0,0,80
2025-01-01,BR005,PROD047,64,102,3,0,163
2025-01-01,BR005,PROD048,36,48,0,0,84
2025-01-01,BR005,PROD049,87,52,10,0,129
2025-01-01,BR005,PROD050,69,23,4,0,88
2025-01-01,BR005,PROD051,60,32,5,0,87
2025-01-01,BR005,PROD052,98,27,0,1,124
2025-01-01,BR005,PROD053,192,14,0,0,206
2025-01-01,BR005,PROD054,167,0,0,0,167
